image,caption
dataset/images/529.png,"a mole-like Pokémon that has a short, wide body with two small, ovoid feet with three toes each. it has a jagged, navy blue stripe that runs diagonally around its torso from its left shoulder. it has"
dataset/images/530.png,"three markings are on its front, resembling scratch marks. it has short legs with small, narrow feet, each containing three toes. its eyes are set back, on either side of the bridge of the nose."
dataset/images/531.png,"a bipedal, pink-and-cream Pokémon with oval, blue eyes. the top of its head, its back, and arms are pink. the lower half of its face, body, ears are cream-colored."
dataset/images/532.png,"a gray bipedal Pokémon with a dark purple nose and dark-gray oval-shaped eyes. It has bulbous protrusions extending from the front and lower parts of its head. Pink, vein-like bulges are present on the back of its head. Similar pink bands adorn its shoulders and thighs."
dataset/images/533.png,"a gray bipedal Pokémon with a large, round dark-red nose. It has bulbous features, resembling curls of ""hair"", on its head. Violet bulges resembling swelling veins pattern its muscular, large arms, thighs, and chest, and similar thick violet bands adorn its shoulders. It possesses an hourglass shape."
dataset/images/534.png,"a bipedal sepia-colored Pokémon resembles an ogre. its nose is large and red, with its face also having a prominent brow, a wide mouth, a gray tuft on its chin, dark rings around its eyes"
dataset/images/535.png,"a round, tadpole-like Pokémon with a tan, circular face. its spherical body is black with no visible limbs. it has two black-and-blue ringed cheeks akin to"
dataset/images/536.png,"an amphibious, bipedal Pokémon with an ovoid body. it is mostly blue, with a tan oval marking lined with black stretching from the bottom of its belly to its forehead. inside its mouth is a long, sticky tongue used to immobil"
dataset/images/537.png,"a bulky, aquamarine-blue, bipedal toad-like Pokémon. Its underside and the bumps found on various parts of its body are cyan with thick black edges. Its hands and feet have three bulbous digits. Additionally, Seismitoad has red eyes, cyan adornments on its legs, and a long tongue."
dataset/images/538.png,"a bipedal, humanoid Pokémon with a bulky, red body and rocky skin. its head is round and low on its shoulders with a black feature that forms its nose and brow. it wears a white judogi with"
dataset/images/539.png,"a bipedal, humanoid Pokémon with a lean, blue body and rocky skin. its head is oblong-like and low on its shoulders, with an ornate sideways z-shaped black feature that forms its nose and its"
dataset/images/540.png,"sewaddle's eyes are black and circular, and its mouth has a downward-pointing, crescent-shaped orange snout with a sharp tiny tooth at either end. its green body has three segments with a pair of stubby, "
dataset/images/541.png,"a round, yellow Pokémon with two stubby arms inside of a cloak of leaves drapes the leaves over itself and draws them closed around its body. under its cloak are darker green, limp leaves that frame the sides of Swadloon'"
dataset/images/542.png,"a thin, yellow, bipedal insectoid Pokémon resembles a leaf cutter ant. it has a broad, split-leaf around its large, round head. its eyes are red with no apparent sclerae."
dataset/images/543.png,thorax and head are mainly magenta with black markings. a prominent ridge leading down to a pointed tip splits the top half of its head.
dataset/images/544.png,"an insectoid Pokémon is encased in a hard, segmented shell. it has two pairs of purple, horn-like feelers with dark gray stripes. the shell itself is purple, with red rings in the middle of each segment."
dataset/images/545.png,"a plump, centipede-like Pokémon stands with the front half of its body raised vertically off the ground. its segmented body is dark magenta, except for its smooth, dark gray underside. it possesses four pairs of short, purple"
dataset/images/546.png,"a white, circular Pokémon. It has white, puffy sections on the top of its head and its underside. Behind it is a green, star-shaped section similar to the area where a plant connects to its produce. It has orange, oval-shaped eyes, and furled, notched leaves on the sides of its body."
dataset/images/547.png,"a mane of cotton-like fluff covers its back, neck, and forehead. behind it is a green, star-shaped section similar to where a stem meets a flower on a plant."
dataset/images/548.png,"a green ""bib"" is present on its neck, and its lower body consists of five stubs. the outer stub acts as arms, the middle stub acts as a foot, and the inner stubs next to it are used to"
dataset/images/549.png,"a humanoid Pokémon with plant characteristics possesses dark green, linear leaves. one of the light green leaves, on the back of its head, is about as long as its body and resembles hair. it wears a large, light green, tul"
dataset/images/550.png,"the bodies of both the red- and blue-Striped Forms are the same. they have a green, ovoid body tapering off in the rear to a trapezoidal tail fin."
dataset/images/551.png,"a short, quadrupedal Pokémon with a long snout and tail. its body is mostly light brown with the exception of black stripes crossing over and under its legs and its pink underbelly. its eyes resemble shaded binoculars and"
dataset/images/552.png,"the reptilian Pokémon has a mostly tan body, pink stomach, black back, and long tail. it has six thick, black stripes on its body: one at shoulder level, one around its midsection, one around its hips, and three on its tail"
dataset/images/553.png,"the largest spike sits at the beginning of its long thick tail, which has three, thick, black stripes. the feet are wrapped in black and have three white claws facing forward."
dataset/images/554.png,"a round, red Pokémon with short arms and legs and a stubby tail. It has an orange face and curly yellow eyebrows. It has three yellow ovals on its abdomen and a curvy yellow line on its back. Its hands and feet are orange with three digits each."
dataset/images/555.png,"Darmanitan is a mainly red, squat ape-like Pokémon. it has long, bushy flame eyebrows that curl at the base, and round, black-ringed eyes. the upper portion of its tan face is"
dataset/images/556.png,"a cactus-like Pokémon has a pair of large ear-like extensions emerging from its head. the extensions feature dark green spiky arrangements at the base, yellow spikes midway up, and are topped with flowers composed of six pink petals and "
dataset/images/557.png,"a small, orange, hermit crab-like Pokémon with large pincers. It has dark, oval-shaped eyes supported by eye stalks. It has a hook-like tail that is concealed underneath the sectioned chunk of gray rock it uses as a shell. It ties with Minior and Carbink as the shortest Rock-type."
dataset/images/558.png,orange Pokémon resembles an insect or crustacean. its shell resembles a cut-away block of sediment with multiple layers and strata visible.
dataset/images/559.png,"a bipedal, lizard-like Pokémon is a bipedal, lizard-like Pokémon. its oval eyes are set to the sides of its head, and its teeth appear to be constantly exposed."
dataset/images/560.png,"a bipedal, lizard-like Pokémon has oval, wide-set eyes with small pupils and gray eyelids, as well as small nostrils and a wide mouth with bared teeth. it sports a red crest on its head, similar"
dataset/images/561.png,"Sigilyph has a single cyan eye on its black head and two similar-looking eyespots. its base is mostly black, with a green zigzag pattern in the middle and a black pattern surrounded by green. Sigilyp"
dataset/images/562.png,"a shadow-like Pokémon holding a golden mask that has a face from its time as a human. It has two shadowy, tendril-like arms and large, red eyes. It also has a small tail-like appendage that holds the mask. Yamask is capable of speech when possessing a human, but not in its regular form."
dataset/images/563.png,"a blue and yellow sarcophagus-like Pokémon with red, menacing eyes and four ebony hands appear to be shadows. a simple designed face, which is the mask Yamask carries, is prominent on the ""forehead"
dataset/images/564.png,"a reptilian Pokémon resembling a baby leatherback sea turtle. Its body is blue with black spots on the edges of its flippers. Its black shell has six circular indentations in it. Its upper beak and parts of its face are black, and together resemble a mask. It has a light blue patch underneath its eyes."
dataset/images/565.png,"reptilian Pokémon resembling a bipedal, blue-colored sea turtle. it has deep blue rocky structures encrusted on its face, back, and the sides of its chest."
dataset/images/566.png,"small, bipedal Pokémon with mixed reptilian and avian traits. its large, red head is covered in discernible scales. its body is covered in untidy, sallow feathers."
dataset/images/567.png,"a large, avian Pokémon bears traits of both birds and reptiles. its featherless head is red with a green stripe running along the top. its mouth is filled with sharp teeth and its eyes are white with black pupils."
dataset/images/568.png,"a Pokémon which resembles a full, dark green garbage bag with a knot at the top that acts like ears. Trubbish has oval-shaped eyes and large triangular teeth that resemble broken glass. Its arms look like trash spilling out of small tears in the bag with pink and blue objects protruding out of them. Its feet are dark green and stubby."
dataset/images/569.png,"it has a round, lumpy body that is mostly tan with blue and pink lumps. its head has the appearance of the tied end of a garbage bag that has been ripped open and trails down like a cape."
dataset/images/570.png,"a slate gray, fox-like Pokémon with red and black accents. its ears are triangular with dark insides. it has greenish-blue eyes with red eyelids."
dataset/images/571.png,"a bipedal, slate gray, fox-like Pokémon with crimson and black accents. it has a large, red, voluminous mane with black tips tied into a ponytail. it has a black ruff on its"
dataset/images/572.png,"chinchilla-like Pokémon has scruffs of fur on its head and neck. it has large ears on the sides of its head, with red insides partly covered by tufts of fur."
dataset/images/573.png,"a furry, gray, chinchilla-like Pokémon has large ears located to the sides of its head, with red insides partly covered by tufts of fur. its tail is long, fluffy, and incredibly white in color."
dataset/images/574.png,"a small tuft of hair sticks up from the top of its purple head. it has two white, bow-shaped feelers on each side of the head and a third bow-shaped feeler on its neck. these ribbon-like feelers are used to ampli"
dataset/images/575.png,"a black, humanoid Pokémon has slim arms and legs. there are two round black buns on each side of its head."
dataset/images/576.png,a humanoid Pokémon with a primarily black body opens onto its purple face with a zigzag pattern resembling bangs. the black skin on Gothitelle's head opens onto its purple face with a zigzag
dataset/images/577.png,"Solosis is a round, green Pokémon surrounded by a gel-like substance. its inner body has dark, oval eyes and a red diamond-shaped mouth."
dataset/images/578.png,"a pale green Pokémon has a large head, stubby arms, and a body that taps to a point at the bottom. it is encased in a darker green, gelatinous substance that forms small, round bumps on the lower"
dataset/images/579.png,"a pale green Pokémon is surrounded by a blob of translucent, green gelatinous substance. it has a large, round head with a thin stripe down the center. its eyes are black and oval, while its mouth is red and triangular"
dataset/images/580.png,"a light-blue, duckling-like Pokémon. It has two feathery tufts on its head that connect at the bottom, forming a V-shape. It has a darker blue, feathery underside which makes it appear as if it were in mid-moult. It has yellow, webbed feet and a small tail."
dataset/images/581.png,a swan-like Pokémon with primarily white plumage. its beak is long and yellow topped with a black cere. the more rounded features are to the sides of its head.
dataset/images/582.png,"a small Pokémon has a head covered in snow, resembling vanilla ice cream in a cup or wafer cone. its actual head is adorned with specks of ice and has stubby arms."
dataset/images/583.png,"Vanillish has a dark blue mouth, two ice crystals below its mouth, and stubby limbs that resemble icicles. it has a pointed lower body that resembles a large icicle."
dataset/images/584.png,"two-headed Pokémon covered in swirled, white snow resembles two scoops of ice cream in a waffle cone. each head has two light purple eyes and a mouth. there are light blue ice crystals to the side of each eye and two"
dataset/images/585.png,"the upper side of its body is pink in the spring, green in the summer, orange in the autumn, and brown in the winter. the upper side of its body is pink in the spring, green in the summer, orange in the autumn, and brown in the winter."
dataset/images/586.png,a deer-like Pokémon with rhomboid ears and darker ear insides. its eyes have light-orange markings that curve down to the sides of its face.
dataset/images/587.png,"a white, rodent-like Pokémon resembling a flying squirrel has black eyes, a tiny nose, and yellow electric sacs on its cheeks. it sports a vaguely hood-like patterning of black around its head."
dataset/images/588.png,"a round, bipedal Pokémon with a primarily blue carapace that comprises a horn at the tip. Its black face has a teal patch on its forehead, a fanged mouth, and eyes with orange pupils and yellow sclerae. Its ridged underbelly, or plastron, is yellow, and its stubby arms and legs are black."
dataset/images/589.png,"an insectoid Pokémon with a head sporting the red horsehair crest of a knight's helmet, with a visor underneath it. its shoulders have large, round metal ridges, from which its thin black arms extend."
dataset/images/590.png,"a white, mushroom-like Pokémon with a cap looks quite similar to a Poké Ball. it has stubby, digit-less arms, a tiny mouth with large pink lips, and pinprick-like dark eyes."
dataset/images/591.png,"a mushroom-like Pokémon. It has a huge, gray, stem-like body; fierce-looking eyes; a tiny mouth with large pink lips; and two arms. It has large caps on its head and arms that resemble Poké Balls. The cap on its head has a few warts."
dataset/images/592.png,"it has a round head with a crown-like tuft, and five tentacle-like appendages. as a male, it is blue, with smooth appendages and a triangular crown. it has red eyes with blue sc"
dataset/images/593.png,"a large jellyfish-like Pokémon whose appearance varies based on gender. both genders have five tentacles, two of which are long with petal-shaped ends. the remaining three are short and tapered."
dataset/images/594.png,"a pink, fishlike Pokémon with darker pink markings on its heart-shaped body and fins. it has large dorsal and ventral fins resembling hands, each divided into four sections and tipped with a paler pink."
dataset/images/595.png,"a tiny arachnid Pokémon has four legs tipped with blue, conical feet. its ovoid body is covered in yellow fur, with notable tufts sticking out on each side of its face, just over each eye, and its lower back "
dataset/images/596.png,"a yellow arachnid Pokémon has two large, blue, forward-facing eyes with black pupils. it has two long pedipalps connected from the underside of its head. four tufts of hair sprout from under its abdomen and grow upward "
dataset/images/597.png,"a cave-dwelling Pokémon resembling a durian. It has many green thorns around its body that are used for protection. It has a metallic body with black stripes and polygonal spots, along with small yellow eyes with black pupils."
dataset/images/598.png,the visual description of the Pokemon is resembling a flattened durian. the middle stripe has triangular shapes just below its eyes.
dataset/images/599.png,"a Pokémon resembling two interlocking gears with six teeth each. The teeth of the gears are light-gray, with a darker central region. Each gear has a white ""X"" in place of its left eye, while their right eyes have a black pupil and white sclerae. They have round turquoise noses and small mouths."
dataset/images/600.png,"a Pokémon resembling three interlocking gears has six teeth on the smaller gears. the teeth of the smaller gears are a light gray, while their central regions are darker. the left eye of the smaller gear is a white ""X"""
dataset/images/601.png,"the fourth gear is on its lower side, and is red-topped with a thin, spiked rim below it. the red core is used to store energy gained from the rotating gears. the teeth of the smaller gears are a medium gray, while their central"
dataset/images/602.png,"a short, white, eel-like Pokémon with dark, oval eyes and a red, four-point star-shaped mouth. A wavy, yellow stripe runs along its body, which has a long fin membrane, giving it a tapered shape."
dataset/images/603.png,"a blue-black, eel-like Pokémon with a beige underbelly. its round, toothy, leech-like mouth has red lips. its body has three yellow circular electricity-generating organs on either side."
dataset/images/604.png,"an eel-like Pokémon that resembles a lamprey has red eyes, a dark blue body. it has clawed, paddle-like arms with yellow spots and yellow-and-red palms."
dataset/images/605.png,"a cyan-colored extraterrestrial Pokémon with an oblong head with depressions on either side. on the front of its head are shiny, green button-like eyes."
dataset/images/606.png,"beheeyem's arms have three finger-like digits: one red, one green, and one yellow. it has a rim underneath its main body, under which are two small legs."
dataset/images/607.png,"a small, candle-like Pokémon with a purple flame atop its head, which is powered by life energy that it absorbs. Its body and two stubby arms are made primarily out of white wax. The folded, melted wax lays over its right eye and leaves only the bright yellow left eye visible. It has a small smile under a protruding upper lip."
dataset/images/608.png,"Pokémon has a clear, spherical head containing a bluish-purple flame and oval, yellow eyes. on top of its head is a small, black body with a pointed spike at the bottom."
dataset/images/609.png,"a Pokémon that resembles a sentient chandelier. It has a striped, round head, and round, pupil-less yellow eyes. There is a ring of small, black spikes on top of its head with a tall, purple flame in the middle. From a black spike below its head, black arms curl upward. These arms are tipped with purple fire."
dataset/images/610.png,"a bipedal, gray-green Pokémon with pale, straight tusks protruding from its mouth. this repeated regrowth strengthens and sharpens its tusks. ancient times, people used Axew's "
dataset/images/611.png,"a bipedal, draconic Pokémon with long, gray tusks with red tips protruding from the sides of its mouth. it has dark eyes with red irises, a gray face, and a cowl-like feature"
dataset/images/612.png,"the bipedal Pokémon has a dark, yellow-green covering on its back and most of the front. it has black skin covering its torso, tail tip, and thighs, as well as red talons and claws."
dataset/images/613.png,"the bipedal, ursine Pokémon has a light blue head and neck. its head is slightly pointed at the top and has large round ears."
dataset/images/614.png,"ursine, quadrupedal Pokémon capable of standing on its hind legs. its head has a stumpy protuberance on top, and its face consists of a long snout, beady black eyes, and rounded ears "
dataset/images/615.png,"the Pokémon is made of ice crystals, which resembles a shiny, blue hexagonal snowflake. its facial expression is frozen, which leaves Cryogonal with a still, aggressive-looking face."
dataset/images/616.png,"a bivalve or snail-like Pokémon. Its gray shell resembles a knight's visor, with a coiling spiral of its shell further back. The shell has protrusions on the underside, which it apparently uses as legs. Its inner body is pink with a long, puckered mouth, and green markings below its eyes."
dataset/images/617.png,the Pokémon has a large pink head reminiscent of a helmet that is curled in the back. it has a large pink head reminiscent of a helmet that is curled in the back.
dataset/images/618.png,"a flat, fishlike Pokémon with a broad, mud-brown body. at the base of its yellow tail is a yellow marking shaped like an exclamation mark when seen from behind."
dataset/images/619.png,"a yellow, bipedal, mustelid-like Pokémon with round ears, red eyes, and a pink nose with a whisker on each side. its red arms look similar to flared sleeves, and its pelt piles around its thighs re"
dataset/images/620.png,"a white, long-bodied mustelid Pokémon with a small head and small, triangular ears. its forehead has a purple spot adorning it as well as a yellow one on its snout. its arms are almost completely covered by"
dataset/images/621.png,"a large, blue, draconic Pokémon with medium-sized wings shaped like thistle leaves. its bright red head is harder than rock and is very rough. its arms are longer than its legs, giving it the appearance of a hunchback"
dataset/images/622.png,"a bipedal Pokémon is said to have been constructed from clay in the ancient past. its head features two bewitching, yellow eyes and a stub-like cyan-colored crest on top."
dataset/images/623.png,"a bipedal automaton Pokémon is resembling a suit of armor. it has a small head compared to its body, and pale yellow eyes. there is a crack across the chest of the armor."
dataset/images/624.png,"a small, bipedal Pokémon with a vaguely beetle-like appearance. it has a rounded red and black head with a silvery blade extending from the front."
dataset/images/625.png,"a bipedal, humanoid Pokémon has a round, red and black head. it shrouds most of its yellow-and-black face, although its triangular eyes are visible. it has white, metallic hands that resemble gloves, with"
dataset/images/626.png,"two large, curving horns, each with two golden growths resembling rings, protrude from the afro. a large, gray nose sits at the end of its short, beige snout."
dataset/images/627.png,"a large white plume of feathers covers its head and three tail feathers extend from its lower back. the feathery ruff extends down past its neck, covering the upper third of its body."
dataset/images/628.png,"braviary's legs are long and thick with yellow feet that each have a digit facing backward, and three facing forward. each digit is tipped by a short, thick, black claw."
dataset/images/629.png,"Vullaby's neck is short and supports a round, pink head devoid of feathers, except for a crest on the top. there is a collar of fluffy, light gray feathers around its neck."
dataset/images/630.png,"mandibuzz has a bare, pink head and neck, along with a notched black beak and red eyes. there are black eyelashes or eyeliner-like markings above its eyes."
dataset/images/631.png,"it has a beige face while the rest of its fur is red with yellow stripes. on its lower abdomen, back, and underside are raised, beige-colored bands."
dataset/images/632.png,Durant's thorax is dark gray with a light gray band wrapping around the middle and two circles resembling rivets near a jagged seam. its ovoid abdomen is dark gray with a light gray band wrapping around the middle and two
dataset/images/633.png,a small blue quadrupedal Pokémon with black fur covering its head and neck. the fur around its neck also has six purple spots encircling it. Deino's body is covered in wounds.
dataset/images/634.png,"dark-blue, quadrupedal Pokémon with two heads and black fur covering its necks and back. front legs are muscular with two claws on each foot, but rear legs are less defined and have two small, backward-pointing toes without claws "
dataset/images/635.png,"a three-headed, draconic Pokémon with six thin, black wings ends in two points on its back. its body is dark blue, with black fur covering its necks and shoulders. its secondary necks are also arms with elbow and shoulder joints."
dataset/images/636.png,"a fuzzy, moth larva-like Pokémon. It has blue eyes in a shadowed face. Its white mane of fuzz encompasses its head and the upper half of its body, while its lower half is brown. It has three pairs of small black legs. There are five red, slightly whorled horns on the sides of its head."
dataset/images/637.png,"a large, moth-like Pokémon with four small feet appears to have compound eyes that are two shades of blue. the fuzz on its upper body is smoky white and tangled."
dataset/images/638.png,"the quadrupedal Pokémon is covered in aqua blue fur and has jagged yellow horns similar in shape to thunderbolts. its snout is a lighter shade of blue than the rest of its fur, and there is a black blaze running"
dataset/images/639.png,"a bovine, quadrupedal Pokémon has a black, rounded forehead adorned with two brown, axe-like horns that curve forward. it has a black, rounded forehead adorned with two brown, axe-like horns"
dataset/images/640.png,"a stag or antelope-like, quadrupedal Pokémon that is primarily green. on the sides of its head are long horns that end in dull, curled points. it has a pointed snout with a black"
dataset/images/641.png,"forme, Tornadus is a green, muscular humanoid Pokémon, which resembles a genie. it has white, wavy, and billowy styled hair, a spiky white mustache, and two pointed green ears"
dataset/images/642.png,"Thundurus is a blue, muscular humanoid Pokémon, which resembles a genie. it has white, zigzagging, and jutting-styled hair, a spiky white mustache, and two pointed blue ears on either"
dataset/images/643.png,"a long, voluminous wispy mane streams out from the upper side of the snout and outwards from its head. the top of this mane is adorned with two protrusions resembling ears. it has"
dataset/images/644.png,"a black, bipedal Pokémon resembling a dragon or dinosaur has dark patches on its body. it has red sclerae, white irises, and black pupils, as well as a small horn-like protrusion"
dataset/images/645.png,"forme, Landorus is an orange, muscular humanoid Pokémon. it is a male-only species with no female counterpart. on its forehead are three, sharp, pink horns arranged in a slight, upwards arch."
dataset/images/646.png,"Kyurem has a blue head and snout, yellow eyes without pupils, a pair of pointed light bluish horns on its head, and a yellow crest on its skull that is bioluminescent. its long, gray neck has lines"
dataset/images/647.png,"a quadrupedal, colt-like Pokémon with a cream-colored body. it has a short, rounded snout with large nostrils and blue eyes. the back of its head, as well as its neck, is covered with"
dataset/images/648.png,"the Pokémon has a femininely anthropomorphic figure with musical bar-style streaks in its hair, quarter notes (crotchets) for its arms and hands and pupil-less eyes resembling whole notes (semibreves) it"
dataset/images/649.png,"a bipedal, insectoid Pokémon with a metal body and a saucer-shaped head. it has thin arms with overlapping segments. each arm ends with a single, pointed claw."
dataset/images/650.png,"a bipedal, mammalian Pokémon is primarily light brown with darker arms and three triangular markings around its face. it has oval, brown eyes; a triangular, red nose; and rodent-like incisors."
dataset/images/651.png,"most of its body is covered by a green, armor-like shell similar to a chestnut. the visible parts of its body are dark brown, except for its lighter face."
dataset/images/652.png,"a bipedal, mammalian Pokémon has some plantlike features. it has a small, pink nose with a three-pointed patch of brown fur. it has a prominent domed, armor-like shell similar to that of a chest"
dataset/images/653.png,"a small, quadrupedal fox-like Pokémon is covered in pale yellow fur. it has a white muzzle with longer fur on its cheeks, large, dark orange eyes, and a pointed, black nose."
dataset/images/654.png,"a bipedal, fox-like Pokémon has thick black fur on its legs, white arms and face, and a dark orange tail tip. the fur on its cheeks is longer, and a small mane of white fur covers its shoulders and chest."
dataset/images/655.png,"a bipedal, fox-like Pokémon is covered in a coat of long fur. it is primarily dark red with red-orange, flame-like markings near its knees. a tail covered in yellow fur protrudes from its ""robe"
dataset/images/656.png,"a quadrupedal, frog-like Pokémon has light-blue skin, white hands, and a dark blue stripe from the center of its oval head to its nose. its eyes, which have yellow sclerae, black i"
dataset/images/657.png,"a dark blue marking covers its head and forms a three-pointed mark down its upper back. its eyes have yellow sclerae, black irises, and white pupils."
dataset/images/658.png,"it is mostly dark blue with a yellow chest, a white triangular marking over each eye, a light blue four-pointed star on each thigh, and yellow on the lower half of its face. running down the middle of its head is a"
dataset/images/659.png,"a small, gray, rabbit-like Pokémon has three finger-like sections. it has black eyes, a small pink nose, prominent round cheeks, two tiny whiskers on each cheek, and large upper incisors."
dataset/images/660.png,"the bipedal Pokémon resembles a large, portly gray rabbit. its two ears resemble muscular forearms, complete with three-fingered paws."
dataset/images/661.png,"a small, avian Pokémon similar in appearance to a robin. it has a reddish-orange head with a triangular yellow mark on the back of each eye. it has a long, black tail with a white V"
dataset/images/662.png,"an avian Pokémon with predominantly orange and black plumage. it has a sharp, black beak, black eyes with yellow, mask-like markings behind them. its upper side is reddish-orange and its belly is gray."
dataset/images/663.png,"red-orange plumage covers its head, wings, and most of its chest and back. its underside and hindquarters are gray and the tips of its long, pointed wings are black. large yellow talons extend from the shaggy feathers"
dataset/images/664.png,"a black larval Pokémon with a relatively large head is bisected by a line that runs from the forehead to the mouth. it has large beige eyes with square black pupils, a single pointed tooth that pokes out of its mouth, and three white hairs on"
dataset/images/665.png,"small, cocoon-like Pokémon hidden by sharp white fur with square particles of red, black, and pale yellow in and around the fur. the head is light gray in the back with a darker gray face."
dataset/images/666.png,"a butterfly-like Pokémon with wings that come in a wide variety of colors and patterns. it has a round, grayish head with large, black, pixelated eyes and a pair of skinny antennae. it can spread its scales to poison its opponents"
dataset/images/667.png,"the leonine Pokémon is mostly dark brown with pale brown paws, ears, tail tip, and face. it has a short, rounded muzzle with a reddish-orange nose, round ears with darker interiors, and circular, black eyes with"
dataset/images/668.png,"the leonine Pokémon is mostly dark brown with light brown legs, tail tip, chest, and face. the fur around its thighs is longer and each paw has three toes. a male Pyroar has a large, predominantly red mane with gold streak"
dataset/images/669.png,"flabébé is a female-only species with no male counterpart. it has beady eyes, a pink blush mark on each cheek, long, notched ears, and a small, pointed nose."
dataset/images/670.png,"a small Pokémon with a white upper body and a deep-green lower body. its eyes are black with a green, leaf-like extension over each similar to eyelashes."
dataset/images/671.png,"a slender Pokémon has a white upper body and a green lower body. its head is rounded with a pointed, upturned nose; long, teardrop-shaped ears; and dark eyes with long, green, plantlike lashes."
dataset/images/672.png,"a quadrupedal, goat-like Pokémon covered with shaggy, dark brown fur. it has a white face with a brown blaze down the middle, a round black nose, black eyes, a short beard, and small rounded ears"
dataset/images/673.png,"the fur on its face is white with fluffier fur on the chin and the back of its head is dark brown. it has a black nose, red eyes encircled by black markings, a brown blaze down the middle of its face, and"
dataset/images/674.png,"a bipedal, mammalian Pokémon that resembles a young panda. it has a triangular black nose, rounded black ears, black circles around its eyes, and tufts of fur on top of its head and cheek."
dataset/images/675.png,"a large bipedal Pokémon resembling a humanoid panda bear has a stocky build. its head and belly are covered in thick white fur, while its lower body, chest, arms, and back are covered in thick dark gray fur"
dataset/images/676.png,"the canine Pokémon has thick, white fur that covers its black body apart from its paws and face. it has round, red eyes with blue eyelids, a pointed snout with a round, light blue nose and long rectangular ears."
dataset/images/677.png,"tufts of fur on its head, cheeks, shoulders, chest, and hips. it has wide, pale purple eyes with darker purple pupils, a tiny nose, and a small mouth."
dataset/images/678.png,"a bipedal, feline Pokémon whose appearance differs drastically between genders. both genders have two tails, folded ears, a small collar of fur around the neck, and a tuft of fur on top of the head."
dataset/images/679.png,the hilt is a blue gem with a dark center that appears to be its true form. the tip of the sash splits into four tassels.
dataset/images/680.png,"each sword has a silver blade and a light gray hilt. Embedded in each hilt is a single, pink gem with a dark center that appears to be an eye."
dataset/images/681.png,"the edge of the steel blade is white and somewhat serrated near the tip. where the blade meets the hilt is a single, purple eye with a white slit pupil."
dataset/images/682.png,"a pink, avian Pokémon has a pale blue-gray face. most of its facial area is taken up by its curved beak. it has large red-orange eyes with long black lashes."
dataset/images/683.png,"a bipedal, semi-humanoid Pokémon is covered in fluffy purple fur or feathers. around its lower body is an even fluffier mass of pink fur resembling a skirt."
dataset/images/684.png,"Pokémon has reddish-pink eyes with white pupils, round ears with light pink tips, a tiny reddish-pink nose. when its mouth is open, two upper fangs can be seen."
dataset/images/685.png,"white, bipedal Pokémon has reddish-pink eyes with white pupils. on top of its head is a mass of fluffy pink fur with a red cherry-like sphere on top. around its neck is a wavy, red collar and there"
dataset/images/686.png,"it has a transparent mantle with a rounded, pink body inside that has several yellow, circular spots that can glow brightly. there are four of these luminescent spots on the front and two on the back."
dataset/images/687.png,"several purple tentacles sprout from the top of its head. it has yellow eyes with black sclerae, a dark pink beak-like mouth, and lighter purple eyelids."
dataset/images/688.png,a Pokémon that resembles a goose barnacle. It also has the appearance of a hand and arm; the “hand” serves as its head. Its head is brown with puffy orange cheeks and an orange marking where a nose would be located. On top of its head are three long claws. Its body is orange with a white band around the middle.
dataset/images/689.png,"the bipedal Pokémon has a body that consists of two gray rocks connected by an orange, segmented waist. its head is brown and resembles a left fist; there are four clawed fingers on top and a clawed thumb on"
dataset/images/690.png,"a brown aquatic Pokémon that resembles a common sea dragon. it has a purple face and neck, red eyes rimmed with black, a tubular, upturned snout, a leaf-like pectoral fin on either side of its"
dataset/images/691.png,"aquatic Pokémon is curved in a way that vaguely resembles the number three. it has a tubular, upturned snout and on the back of its head is a thin appendage. on either side of its body is a skinny"
dataset/images/692.png,a crustacean Pokémon that resembles a bright blue shrimp. it has three pairs of light gray legs; two pairs have simple blue spikes. the foremost pair forms a larger set of claws.
dataset/images/693.png,"it has semicircular, yellow eyes, a black stripe across its face divided into parts. it lacks legs but has two clawed arms. the left claw is dark blue with a black stripe along the back and a yellow tip."
dataset/images/694.png,"a bipedal, lizard-like Pokémon is primarily pale yellow with black feet and a black tail tip. the top of its head is also black with a triangular yellow marking on its forehead."
dataset/images/695.png,a bipedal Pokémon that resembles a yellow lizard. its head is mostly black with a yellow lower jaw. it has blue eyes with a pointed spike over each.
dataset/images/696.png,"a bipedal, dinosaurian Pokémon that resembles a large theropod. its body is grayish-brown with a small hump on its back. its belly and lower jaw are a lighter gray."
dataset/images/697.png,"the bipedal, dinosaurian Pokémon is proportionately large with a blunt, ridged snout and powerful jaws. it has black around its eyes and a light gray lower jaw covered by a beard of white, primitive feathers."
dataset/images/698.png,"a quadrupedal, dinosaurian Pokémon that resembles a sauropod is light blue with a white underbelly. it has a long neck, a short, stubby tail, and a single white claw on each"
dataset/images/699.png,"a quadrupedal, dinosaurian Pokémon that resembles a sauropod. it has bright blue eyes, a long neck, and a long tail with a teardrop-shaped tip. two large, flowing sails extend from the"
dataset/images/700.png,"quadrupedal, mammalian Pokémon covered with pale cream-colored fur. it has light blue eyes, long ears with blue interiors and thicker fur. there are two bows on its body: one at the base of its left ear and one at"
dataset/images/701.png,"a bipedal, birdlike Pokémon with colorful plumage. its mouth is located in a white patch under its curve. there is black space around its eyes, which are yellow with paler yellow sclerae."
