Pokedex_number,ImageLocation,Caption
576,dataset/images/576.png,"Gothitelle is a humanoid Pokémon with a primarily black body. Its head is teardrop-shaped, with a white, bow-like fixture attached to the base of its tip. The black skin on Gothitelle's head opens onto its purple face with a zigzag pattern resembling bangs. Gothitelle has large, heavy-lidded eyes with blue irises and white pupils, as well as a small mouth with red lips. Four flat, black disks flank each side of its head. Gothitelle's body is split into four progressively-larger tiers, with its head and arms being attached to the smallest, uppermost tier and with a pair of stubby pink feet being under them. Its arms are thin, ending in small, purple hands with white disks at the wrists. Each tier of Gothitelle's body has a white, bow-like fixture on its front.
"
577,dataset/images/577.png,"Solosis is a round, green Pokémon surrounded by a darker green, gel-like substance. This liquid covering allows Solosis to live under any conditions, even in the vacuum of space, but when taking heavy blows, its fluid covering may leak away. Its inner body has dark, oval eyes and a red diamond-shaped mouth. On the upper left side of its head is a curly, yellow growth that resembles the endoplasmic reticulum of a cell. It uses psychic powers to communicate with telepathy, as well as to drive away potential threats.
"
578,dataset/images/578.png,"Duosion is a pale green Pokémon with a large head, stubby arms, and a body that tapers to a point at the bottom. It has oval, black eyes, and a red, diamond-shaped mouth. It is encased in a darker green, gelatinous substance that forms small, round bumps on the lower sides and over Duosion's head. A small circular piece of matter floats inside this substance over this Pokémon's head. It has two brains, which think independently, causing it to attempt two different actions at once. However, when its brains think alike, it exhibits greater psychic powers, which are said to be able to travel half a mile away.
"
579,dataset/images/579.png,"Reuniclus is a pale green Pokémon surrounded by a blob of translucent, green gelatinous substance. It has a large, round head with a thin stripe down the center. Its eyes are black and oval, while its mouth is red and triangular. Its body is small with stubby arms and legs. However, there are several round objects floating next to its arms. These objects increase in size and darken in color the further they are from the body and form arm-like appendages. The gel around these appendages forms three-fingered hands. Above its head, two rounded, triangular objects are suspended in the gel, giving the impression of horns or ears. The gel forms a stubby, round tail at the base of Reuniclus's body. 
"
580,dataset/images/580.png,"Ducklett is a light-blue, duckling-like Pokémon. It has two feathery tufts on its head that connect at the bottom, forming a V-shape. It has a darker blue, feathery underside which makes it appear as if it were in mid-moult. It has yellow, webbed feet and a small tail. 
"
581,dataset/images/581.png,"Swanna is a swan-like Pokémon with primarily white plumage. Its beak is long and yellow topped with a black cere, and it has several white feathery features adorning its head. The more rounded of the features are to the sides of its head, and the more pointed feature is atop. Swanna possesses a long, curving neck. With a fluid neck and a strong bill, Swanna is capable of very accurate jabbing and thrusting attacks. Two light-blue feathery features, similar to those on the sides of Swanna's head, are present on Swanna's underside, and Swanna's large wings are positioned so that they curve away from its body. Swanna's legs are small, and its webbed feet are dark.
"
582,dataset/images/582.png,"Vanillite is a small Pokémon with a head covered in snow, overall resembling soft-serve vanilla ice cream in a cup or wafer cone. Beneath this lies its actual head, which is made of the same icy material as its body. It has dark blue eyes, a dark-blue mouth, and light blue crystals on its cheeks. Its small body is adorned with specks of ice and has stubby arms. The snow on a Vanillite's head can melt with heat or repeated touching, leaving its head exposed. If seen in this state, Vanillite become embarrassed.
"
583,dataset/images/583.png,"Vanillish is a Pokémon with a large, white, rounded upper body with swirled snow on top, overall resembling a scoop of vanilla ice cream in a waffle cone. Its eyes are dark blue with light blue sclerae and small ice crystals at the sides. Vanillish has a dark blue mouth, two ice crystals below its mouth, and stubby limbs that resemble icicles. It has a pointed lower body that resembles a large icicle.
"
584,dataset/images/584.png,"Vanilluxe is a two-headed Pokémon covered in swirled, white snow that resembles two scoops of ice cream in a waffle cone. It is the result of two Vanillish stuck together after a daylight melting and nighttime freezing process. Each head has two light purple eyes and a mouth. There are light blue ice crystals to the side of each eye and two under each mouth. It has two stubby arms and three spikes under its body, all of which resemble icicles. The middle spike under its body is the largest, and there is a hollow, straw-like structure on top of the left head. On the back of its two heads there are many small ice crystals.
"
585,dataset/images/585.png,"Deerling is a Pokémon that resembles a deer fawn. The upper side of its body is pink in the spring, green in the summer, orange in the autumn, and brown in the winter. Deerling has a yellow-patterned rim, and its underside is peach. It sports a yellow floral tuft on its head with small antlers hidden underneath, and similar yellow coloration on the insides of its tapering ears. The tips of its limbs are colored black and its pink tail is small.
"
586,dataset/images/586.png,"Sawsbuck is a brown and cream, deer-like Pokémon with rhomboid ears and darker ear insides. Its eyes have light-orange markings that curve down to the sides of its face. It has a dark-brown nose, and it sports cream fur on its chin and sides of its face. Light-orange stripes rim its underbelly, and its back is decorated with spots.
"
587,dataset/images/587.png,"Emolga is a white, rodent-like Pokémon resembling a flying squirrel. It has black eyes, a tiny nose, and yellow electric sacs on its cheeks. Its ears, positioned at the top of its head, are rounded in shape and black in coloration, with yellow and white sections in the inside. It sports a vaguely hood-like patterning of black around its head, with a spiky extension of the pattern above its face. It has yellow winglike membrane flaps connected to its three-fingered arms. Its feet are white and fairly small and its black tail is in a jagged shape.
"
588,dataset/images/588.png,"Karrablast is a round, bipedal Pokémon with a primarily blue carapace that comprises a horn at the tip. Its black face has a teal patch on its forehead, a fanged mouth, and eyes with orange pupils and yellow sclerae. Its ridged underbelly, or plastron, is yellow, and its stubby arms and legs are black. 
"
589,dataset/images/589.png,"Escavalier is an insectoid Pokémon with a head sporting the red horsehair crest of a knight's helmet, with a visor underneath it. Its shoulders have large, round metal ridges, from which its thin black arms extend. The arms are tipped with red-striped protrusions resembling jousting lances. Its face and torso are bare of armor, but its lower body is concealed within a swirled gray shell with a red spike on the underside, which was presumably the shell of a Shelmet.
"
590,dataset/images/590.png,"Foongus is a white, mushroom-like Pokémon with a cap that looks quite similar to a Poké Ball. It has stubby, digit-less arms, a tiny mouth with large pink lips, and pinprick-like dark eyes. A theory suggests that the developer of modern Poké Balls actually modeled it after Foongus's cap due to liking the Pokémon, although this is supposition. 
"
591,dataset/images/591.png,"Amoonguss is a mushroom-like Pokémon. It has a huge, gray, stem-like body; fierce-looking eyes; a tiny mouth with large pink lips; and two arms. It has large caps on its head and arms that resemble Poké Balls. The cap on its head has a few warts.
"
592,dataset/images/592.png,"Frillish is a jellyfish-like Pokémon resembling young royalty. Regardless of gender, it has a round head with a crown-like tuft, and five tentacle-like appendages: two serving as arms and three as the lower half of its body. It has oval eyes with white pupils, and a collar around its neck. It has invisible poison spikes on its appendages. As a male, it is blue, with smooth appendages and a triangular crown. It has red eyes with blue sclerae and a straight eyelash on each eye, its collar is wavy, and it appears to be frowning, but in the animated series it is shown to smile rarely. As a female, it is pink, with wavy appendages and a round crown. It has blue eyes with red sclerae and a curled eyelash on each eye, its collar is frilled, and it appears to be smiling.
"
593,dataset/images/593.png,"Jellicent is a large jellyfish-like Pokémon whose appearance varies based on gender. Both genders have five tentacles, two of which are long with petal-shaped ends. The remaining three are short and tapered. A male is blue with a short white crown, and a white collar whose front portion resembles a mustache. Its eyes are red with blue sclerae, and there is one eyelash over each eye. Its long tentacles have white edges, while its short tentacles have white spots. A female is pink with a tall white crown and a puffy white collar. Its eyes are blue with red sclerae and surrounded by two eyelashes. Just below its eyes is a red heart-shaped marking which resembles a mouth. The long tentacles have white edges like the male, but the short ones have white frills.
"
594,dataset/images/594.png,"Alomomola is a pink, fishlike Pokémon with darker pink markings on its heart-shaped body and fins. It has large dorsal and ventral fins resembling hands, each divided into four sections and tipped with a paler pink. The shape of the Pokémon resembles an ocean sunfish, as it lacks a proper tail fin. Its eyes are round with golden irises and a mark that appears to be an eyelash extending up and back toward the rest of the body. Alomomola's entire body is enveloped in a special membrane that can heal wounds.
"
595,dataset/images/595.png,"Joltik is a tiny arachnid Pokémon. It has four legs tipped with blue, conical feet. Its ovoid body is completely covered in yellow fur, with notable tufts sticking out on each side of its face, just over each eye, and its lower back. Joltik has four blue eyes. The two larger eyes are set relatively far apart on its face, containing black pupils. The two smaller simple eyes are situated between the first pair, slightly higher up on its face. Joltik's mandibles point downward and reside at the bottom of its face, where they closely resemble tufts of hair. It is capable of producing silk from these mandibles, enabling it to hang from trees.
"
596,dataset/images/596.png,"Galvantula is a yellow arachnid Pokémon.  Its body consists of a head and abdomen. Its head is yellow on top and light purple on the bottom. It has two large, blue, forward-facing eyes with black pupils, and four, smaller, simple eyes sitting in a 2×2 pattern on its forehead. It has two long pedipalps connected from the underside of its head, which are blue and hairless on their lower half and covered in thick yellow fur on the upper half. Galvantula's body is covered in yellow and light purple fur on top with blue fur under its abdomen. Four tufts of hair sprout from under its abdomen and grow upward. Two large tufts sprout from the left and right of the rear, while two smaller ones sprout from each side. The fur on its back is light purple and with three thick, yellow stripes running up from its rear. Despite being based on a spider, Galvantula has only four legs. Each leg is connected to the head by a blue upper half. The lower half is covered in yellow fur and forms a bell-shape over its blue, conical feet.
"
597,dataset/images/597.png,"Ferroseed is a cave-dwelling Pokémon resembling a durian. It has many green thorns around its body that are used for protection. It has a metallic body with black stripes and polygonal spots, along with small yellow eyes with black pupils. 
"
598,dataset/images/598.png,"Ferrothorn is a Pokémon resembling a flattened durian. Its metallic body is covered in thorns, with three black stripes circling its width. The middle stripe has triangular shapes just below its eyes, which have green rims, yellow sclerae, and dark pupils. There is a green spike at the top of its body, and extending around it are its feelers, which are vine-like, long green appendages tipped with spiky metal disks.
"
599,dataset/images/599.png,"Klink is a Pokémon resembling two interlocking gears with six teeth each. The teeth of the gears are light-gray, with a darker central region. Each gear has a white ""X"" in place of its left eye, while their right eyes have a black pupil and white sclerae. They have round turquoise noses and small mouths. 
"
600,dataset/images/600.png,"Klang is a Pokémon resembling three interlocking gears, with six teeth on the smaller two gears and eight teeth on the larger gear. The teeth of the smaller gears are a light gray, while their central regions are much darker. The teeth of the larger gear are a medium gray and its central region is darker. The left eye of the smaller gear is a white ""X"", while its right eye has a black pupil and a white sclera. It has a round green nose and a small mouth that is wide open. The large gear appears to have a face with a black square for its right eye, a black circle for its left eye, and a sharply angled white frown. 
"
601,dataset/images/601.png,"Klinklang is a Pokémon resembling four interlocking gears, with six teeth on the smaller two gears and eight teeth on the larger gear. The fourth gear is on its lower side, and is red-topped with a thin, spiked rim below it. The red core is used to store energy gained from the rotating gears. This energy can be released through the spiked gear at the bottom. The teeth of the smaller gears are a light gray, while their central regions are much darker. The teeth of the larger gear are a medium gray and its central region is darker. The left eye of the smaller gear is a white ""X"", while its right eye has a black pupil and a white sclera. It has a round green nose and a small mouth. The largest gear appears to have a face with a black square for its right eye, a black circle for its left eye, and a sharply angled white frown. 
"
602,dataset/images/602.png,"Tynamo is a short, white, eel-like Pokémon with dark, oval eyes and a red, four-point star-shaped mouth. A wavy, yellow stripe runs along its body, which has a long fin membrane, giving it a tapered shape.
"
603,dataset/images/603.png,"Eelektrik is a blue-black, eel-like Pokémon with a beige underbelly. Its round, toothy, leech-like mouth has red lips, and its eyes have small pupils with yellow circle patterning around them. Beige fins extend from above and below its head, and its body has three yellow circular electricity-generating organs on either side. It has a red tail fin that resembles a fan.
"
604,dataset/images/604.png,"Eelektross is an eel-like Pokémon that resembles a lamprey, with a long tentacle-like, finned limb extending from its head. It has red eyes, a dark blue body, and possesses clawed, paddle-like arms with yellow spots and yellow-and-red palms. It has a beige fin on the upper portion of its body and beige fin-like legs below.
"
605,dataset/images/605.png,"Elgyem is a cyan-colored extraterrestrial Pokémon with an oblong head with depressions on either side. It has black, symmetrical lines going down the front of its head. On the front of its head are shiny, green button-like eyes. Its hands have three finger-like digits: one red, one green, and one yellow. It has short, stubby legs and a small tail.
"
606,dataset/images/606.png,"Beheeyem is a brown extraterrestrial Pokémon with an oblong head that features depressions on both sides. It has black, symmetrical lines going down the front of its head. Under the rim of its head, there lay two green eyes with small black pupils. It has a lighter brown ""collar"" and four dots on its chest of the same color. Beheeyem's arms have three finger-like digits: one red, one green, and one yellow. It has a rim underneath its main body, under which are two small legs. 
"
607,dataset/images/607.png,"Litwick is a small, candle-like Pokémon with a purple flame atop its head, which is powered by life energy that it absorbs. Its body and two stubby arms are made primarily out of white wax. The folded, melted wax lays over its right eye and leaves only the bright yellow left eye visible. It has a small smile under a protruding upper lip. 
"
608,dataset/images/608.png,"Lampent is a Pokémon which has a clear, spherical head containing a bluish-purple flame and oval, yellow eyes. On top of its head is a black covering, which resembles a lampshade, with a pointed spike on top. Underneath its head is a small, black body with a pointed spike at the bottom. Extending from its body are two long, wavy arms with no fingers. It floats through the air to move.
"
609,dataset/images/609.png,"Chandelure is a Pokémon that resembles a sentient chandelier. It has a striped, round head, and round, pupil-less yellow eyes. There is a ring of small, black spikes on top of its head with a tall, purple flame in the middle. From a black spike below its head, black arms curl upward. These arms are tipped with purple fire.
"
610,dataset/images/610.png,"Axew is a bipedal, grayish-green Pokémon with pale, straight tusks protruding from the sides of its mouth. These tusks can regenerate if broken and will regrow if they fall out. This repeated regrowth strengthens and sharpens its tusks. Axew's tusks serve numerous purposes, such as making territorial gashes in trees and boulders, playing with each other, and crushing Berries for eating. In ancient times, people used Axew's discarded tusks as cooking knives.
"
611,dataset/images/611.png,"Fraxure is a bipedal, draconic Pokémon with long, gray tusks with red tips protruding from the sides of its mouth. These tusks are capable of breaking boulders. It has dark eyes with red irises, a gray face, and a cowl-like feature of green segments on its head, neck, back, and chest. Its arms have three red fingers, and its lower body is gray, with red speckles on the underbelly. It has red toes and a red tip on its tail. 
"
612,dataset/images/612.png,"Haxorus is a bipedal Pokémon with a dark, yellow-green covering on its back and most of the front. It has black skin covering its torso, tail tip, and thighs, as well as red talons and claws. Its large tusks, which resemble axe blades, are black and edged in red, and are located on its upper jaw on the side of its mouth. Its medium-sized eyes are red with black pupils. Ridged plate-like skin travels from its back to its head region. It has solid armor and the legs and tail have a dividing line pattern. Its arms are quite small, with three digits, two elliptical triceps and biceps, and circular elbows. Its hands are small and circular with small red claws. Its legs are formidable and strong with three-toed feet with a red talon on each toe.
"
613,dataset/images/613.png,"Cubchoo is a bipedal, ursine Pokémon with a light blue head and neck. Its head is slightly pointed at the top and has large round ears; shiny, dark, oval eyes; and a darker blue muzzle. Cubchoo has a shiny dark nose, from which a considerable amount of light blue nasal mucus — the source of its attacks — constantly droops. The lower part of its body is white. It has rounded forepaws, digit-less feet with black paw pads, and a small round tail.
"
614,dataset/images/614.png,"Beartic is an ursine, quadrupedal Pokémon capable of standing on its hind legs. It has bluish-white fur with a shaggy tuft at its rear. Its head has a stumpy protuberance on top, and its face consists of a long snout, beady black eyes, and rounded ears. Ice covers the lower part of its snout and around its mouth. Three spikes of ice hang from its lower jaw, forming a beard. Its large forepaws have black claws and paw pads.
"
615,dataset/images/615.png,"Cryogonal is a Pokémon made of ice crystals, which resembles a shiny, blue hexagonal snowflake. Its facial expression is frozen, which leaves Cryogonal with a still, aggressive-looking face. Two cracks run through its face: the upper opening contains its eyes, and the lower serves as a mouth. It has two glowing eyes and its large mouth contains an extendable chain of ice, which is used for hunting.
"
616,dataset/images/616.png,"Shelmet is a bivalve or snail-like Pokémon. Its gray shell resembles a knight's visor, with a coiling spiral of its shell further back. The shell has protrusions on the underside, which it apparently uses as legs. Its inner body is pink with a long, puckered mouth, and green markings below its eyes.
"
617,dataset/images/617.png,"Accelgor is a Pokémon which has a large pink head reminiscent of a helmet that is curled in the back. Green stripes run from its eyes to the top of its head, and there is a black star-like marking or hole on the front. Its eyes are hidden in a shadowed crevice in its head. The rest of its body is covered by a blue, cloth-like membrane, which keeps Accelgor from dehydrating, with ribbon-like extensions at the top of its back. Its arms, when crossed, portray an aggressive mood.
"
618,dataset/images/618.png,"Stunfisk is a flat, fishlike Pokémon with a broad, mud-brown body. At the base of its yellow tail is a yellow marking shaped like an exclamation mark when seen from behind. These markings can generate electricity. It has small, horizontal, oval-shaped eyes, white with a tiny black pupil and no irises. Almost exactly between these two eyes lies the two thick gray lips that form its mouth. It has two small, flimsy fins at the sides of its body; each with two lobes. It has been seen to leap into the air and flap its fins as if they're wings to remain airborne.
"
619,dataset/images/619.png,"Mienfoo is a yellow, bipedal, mustelid-like Pokémon, with round ears, red eyes, and a pink nose with a whisker on each side. Its red arms look similar to flared sleeves, and the paws are yellow. Mienfoo's chest has a small red band, and its pelt piles around its thighs resembling a tunic or robe. Its legs are red, and its yellow tail is also tipped red.
"
620,dataset/images/620.png,"Mienshao is a white, long-bodied mustelid Pokémon with a small head and small, triangular ears. Its forehead has a purple spot adorning it as well as a yellow one on its snout. It has purple eyebrows that resemble eyelashes above its narrow maroon eyes, and it possesses a pair of long, yellow-tipped whiskers which have split ends. Its arms are almost completely covered by a large amount of fur that is tipped in purple and split at the end, resembling long sleeves. Its torso has one purple ring of fur around its midsection. It also has purple fur on the bottom section of the torso, which resembles pants, and its bottom paws are clawed. It has a long, skinny tail that, like its paw fur, is tipped purple and split at its end. Mienshao is respectful and is usually seen training with its Trainer.
"
621,dataset/images/621.png,"Druddigon is a large, blue, draconic Pokémon with medium-sized wings shaped like thistle leaves, although it is rarely seen flying. Its bright red head is harder than rock and is very rough. It has a set of glaring, ferocious pale yellow irises. Its arms are longer than its legs, giving it the appearance of a hunchback. It has a thick, moderately-sized tail and sharp white claws on both the hands and feet. It also has tall, conical, red spikes: three on each arm, one on each shoulder, two on each leg, and four on its tail. It has a blunt, brutal snout, bearing a maw with no discernible teeth; instead, small fang-like protrusions sprout from its jaws. It has a series of olive, ellipsoid scutes running across its belly.
"
622,dataset/images/622.png,"Golett is a bipedal Pokémon said to have been constructed from clay in the ancient past to protect an ancient and mysterious civilization of people and Pokémon. Its body is primarily covered by two different shades of blue. Its head features two bewitching, yellow eyes and a stub-like cyan-colored crest on top. Two pairs of crisscrossing brown bands extend around its spherical body meeting at a blue square with a yellow swirl in the center. Two large stone-like blocks act as its feet and two more such blocks adorn its ""forearms""; each arm ends in a dark blue-colored, crude three-fingered hand.
"
623,dataset/images/623.png,"Golurk is a bipedal automaton Pokémon resembling a suit of armor. It is mainly teal in color with yellow swirls on its shoulders and hands. It has a small head compared to its body, and pale yellow eyes, one of which turns to its left at the bottom, unlike Golett's eye, which turns right. There is a crack across the chest of the armor, which is patched diagonally with a brown seal resembling a belt. It has a crystal-like formation on each shoulder, and there are large bangles on its wrists and ankles. It has a Roman armor-like ""skirt"" and flat feet beneath. There is an unproven theory that Golurk contains a perpetual motion machine that creates a limitless amount of energy.
"
624,dataset/images/624.png,"Pawniard is a small, bipedal Pokémon with a vaguely beetle-like appearance. It has a rounded red and black head with a silvery blade extending from the front. Its face is gray with yellow eyes. Two pairs of steel blades protrude from either side of its black torso, connected by steel ribs. It has red arms that end with knife-like blades instead of hands. It also has red legs with two white toes located on both sides of each feet.
"
625,dataset/images/625.png,"Bisharp is a bipedal, humanoid Pokémon. It has a round, red and black head, similar to a war helmet, topped with a golden, double-headed axe blade with white edges. The helmet shrouds most of its yellow-and-black face, although its triangular eyes are visible. Resembling shoulder pads, Bisharp's red shoulders project slightly over its arms and have a thin yellow line where they meet its black torso. It has white, metallic hands that resemble gloves, with retractable, sharp blades attached. Encircling its torso are two blades, which create the impression of a ribcage. Its thighs are red and become progressively thinner as they connect to the knee. Both of its feet are metallic and split down the middle, resembling cloven hooves. These hooves are also similar to steel war boots or possibly leggings.
"
626,dataset/images/626.png,"Bouffalant is a bovine Pokémon with a large, dark afro on its head. Two large, curving horns, each with two golden growths resembling rings, protrude from the afro. It has a shaggy brown hide that ends at its knees and does not cover its face. A large, gray nose sits at the end of its short, beige snout, and its yellow eyes are partly hidden by its hair. There are black tear markings directly below its eyes. It has a large hump on its back. Each of its beige legs has a single, gray hoof and its tail ends in a stubby tuft of fur. 
"
627,dataset/images/627.png,"Rufflet is a small avian Pokémon with a blue body. A large white plume of feathers covers its head and three tail feathers extend from its lower back. The feathery ruff extends down past its neck, covering the upper third of its body. Its face is blue with five pointed tips, resembling a mask and crown in contrast to the white feathers surrounding it. Extending from its forehead is a large feather, which is red on the lower half and white on the upper half. The split between the two colors on the feather resembles a zigzag pattern. Rufflet's beak is short and wide, with large eyes on either side. Each eye has a thick black iris with a small white pupil. Its yellow legs and feet are large in comparison to the body. Each foot has four digits: one backwards, and three forwards.
"
628,dataset/images/628.png,"Braviary is a large, avian Pokémon with dark red feathers on its back and dark blue feathers on its underside. Its tail feathers are red, turning to yellow, and then blue at the tips. Braviary's legs are long and thick with yellow feet that each have a digit facing backward, and three facing forward. Each digit is tipped by a short, thick, black claw.
"
629,dataset/images/629.png,"Vullaby is a Pokémon that resembles a baby vulture. It has a plump, stout body covered in dark gray feathers, tiny wings with gray tips, and pink feet with three clawed toes. Vullaby's neck is short and supports a round, pink head devoid of any feathers, except for a crest on the top. There is a collar of fluffy, light gray feathers around its neck. It has a small gray beak and red eyes.
"
630,dataset/images/630.png,"Mandibuzz is a vulture-like Pokémon, particularly resembling a turkey vulture. It has a bare, pink head and neck, along with a notched black beak and red eyes. There are black eyelashes or eyeliner-like markings above its eyes. A long brown tuft with a bone in the middle extends from the back of its head. It has a tan ruff at the base of its neck, and shaggy darker brown wings with gray tips. Mandibuzz also has shaggy brown tail feathers. Its pink feet have black talons. It has decorated itself with bones — a jaw with sharp teeth — to form a skirt. When Mandibuzz sits on its Vullaby chick within its nest, Mandibuzz's bony skirt combines with the bones around Vullaby's lower body to form an upside-down skull with sharp teeth.[1] Different types of bones fall in and out of use as if there were fashion trends among Mandibuzz.
"
631,dataset/images/631.png,"Heatmor is a bipedal, anteater-like Pokémon. It has a beige face while the rest of its fur is red with yellow stripes, sharing the appearance of molten lava. On its lower abdomen, back, and underside are raised, beige-colored bands that resemble pipes, leading to its tail. Heatmor's claws, on both its feet and hands, are a dull yellow and on its wrists are raised, dented bands; both the wrists and feet are beige-colored. Its tail is dented upward and has a hole in it, similar in appearance to a muffler. It also seems to serve the same purpose as a muffler, being able to expel gases, although it is able to take in air as well.
"
632,dataset/images/632.png,"Durant is an insectoid Pokémon with a steel body that has three distinct sections. Its ovoid abdomen is dark gray with a light gray band wrapping around the middle and two circles resembling rivets near a jagged seam. Durant's thorax is slightly smaller, but identical in design with its abdomen. The only difference being one circle instead of two. Its head is spherical, containing the same light gray wrap design as its body. However, it wraps from front to back on the head. On each side of its head are large red eyes with hollow black pupils. Durant has two round mandibles that it uses to grab things and feed itself. The mandibles are attached below its eyes and are situated in front of its horizontally opening mouth. Atop its head are two long antennae, each tipped with small spheres. Durant has six black legs sprouting from its thorax. Each leg has one claw at its tip, except the front legs that each have two.
"
633,dataset/images/633.png,"Deino is a small blue quadrupedal Pokémon with black fur covering its head and neck, concealing everything but its mouth from view. The fur around its neck also has six purple spots encircling it, which resemble bruises. The hair on the top of its head takes the shape of a single small horn. It also has a short tail that appears to be bitten off. Deino's body is covered in wounds.
"
634,dataset/images/634.png,"Zweilous is a dark-blue, quadrupedal Pokémon with two heads and black fur covering its necks and back. Its front legs are muscular with two claws on each foot, but its rear legs are less defined and have two small, backward-pointing toes without claws. There are tufts of fur over its heads with rounded points at the top. It has two thin wings on its back, each ending in two points. The fur stops at the chest and opens up to fuchsia striped bands on the side of its legs. Though it appears to lack eyes, it is unknown if Zweilous is blind.
"
635,dataset/images/635.png,"Hydreigon is a three-headed, draconic Pokémon with six thin, black wings that each end in two points on its back. Its body is primarily dark blue, with black fur covering its necks and shoulders. Its secondary necks are also arms with elbow and shoulder joints. The inner fur surrounding its heads is fuchsia in color, and resembles collars. Hydreigon's heads have black eyes; the main head additionally has fuchsia pupils and visible pointed teeth, while the secondary heads' eyes are simplistic and unable to blink. Its abdomen has two fuchsia stripes and its feet appear atrophied, having no claws or defined soles. Its tail also sports a fuchsia stripe and ends with a black tuft.
"
636,dataset/images/636.png,"Larvesta is a fuzzy, moth larva-like Pokémon. It has blue eyes in a shadowed face. Its white mane of fuzz encompasses its head and the upper half of its body, while its lower half is brown. It has three pairs of small black legs. There are five red, slightly whorled horns on the sides of its head.
"
637,dataset/images/637.png,"Volcarona is a large, moth-like Pokémon with four small feet. It appears to have compound eyes that are two shades of blue, and there is a red horn-like structure on each side of its face. The fuzz on its upper body is smoky white and tangled. Its abdomen is black in the center and light blue with black dots on the outside. It has six leaf-like wings that are orange in color and have small black spots.
"
638,dataset/images/638.png,"Cobalion is a quadrupedal Pokémon that possesses traits of stags and goats. It is covered in aqua blue fur and has jagged yellow horns similar in shape to thunderbolts. Its snout is a lighter shade of blue than the rest of its fur, and there is a black blaze running from its nose to the back of its head. On its long neck and hind legs, there are small gray spots. It has a white tuft of fur under its neck, resembling a cravat. On its shoulder blades are yellow protrusions that resemble fins. Its tail resembles these protrusions, albeit in the same color as its snout. Cobalion's legs have black bands with lighter fur underneath and large black hooves. Cobalion's body is said to be made of steel.
"
639,dataset/images/639.png,"Terrakion is a bovine, quadrupedal Pokémon. It has a black, rounded forehead adorned with two brown, axe-like horns that curve forward. Its face is beige with orange eyes and a short snout. On top of its head are several short spikes. Down its back are two brown ridges that join just past its shoulders. There are two orange protrusions on its shoulders. The bands around its legs are the same color as its face, and it has black hooves underneath these bands. Its striped underside is also beige. It has a short, stubby tail.
"
640,dataset/images/640.png,"Virizion is a stag or antelope-like, quadrupedal Pokémon that is primarily green. On the sides of its head are long horns that end in dull, curled points. It has a pointed snout with a black blaze running from its nose to the back of its head. Its face, hind legs, and underside are white. There is a pinked-tipped leaf on each side of its neck, and leafy tufts on its shoulders. On its back, there are pointed tufts of fur forming a medium-long tail. Its lower legs resemble knee-high boots with pink highlights at the knees, and it has black hooves.
"
641,dataset/images/641.png,"In Incarnate Forme, Tornadus is a green, muscular humanoid Pokémon, which resembles a genie. It is a male-only species with no female counterpart. On its forehead are two purple long and sharp horns. Tornadus has white, wavy, and billowy styled hair, a spiky white mustache, and two pointed green ears on either side of its head. Its eyes are yellow with beady white irises and no visible pupils. The front of Tornadus's body is covered in various, irregularly shaped purple spots. Its broad chest consists of two joined diamond-shaped pectorals, its shoulders and elbows are adorned with magatama shapes, and on top of its navel is a teardrop, all colored purple. It has two spotted muscular arms, with five fingers on each hand. Its lower body consists of a trailing cloud, with a purple long, curling tail, tipped with a whirl. Spanning the length of its tail, Tornadus has several whorled structures. They are a light khaki color and follow the same direction as the tip of its tail.
"
642,dataset/images/642.png,"In Incarnate Forme, Thundurus is a blue, muscular humanoid Pokémon, which resembles a genie. It is a male-only species with no female counterpart. On its head is a single, long, sharp, purple horn. Thundurus has white, zigzagging, and jutting-styled hair, a spiky white mustache, and two pointed blue ears on either side of its head. Its eyes are yellow with beady white irises and no visible pupils. The front of Thundurus's body is covered in various, irregularly shaped purple spots. Its broad chest consists of two joined diamond-shaped pectorals, its shoulders and elbows are adorned with magatama shapes, and on top of its navel is a teardrop, all colored purple. It has two spotted muscular arms, with five fingers on each hand. Its lower body consists of a trailing cloud, with a thick, long, curling, purple, cable-like tail. Thundurus has six ball-like structures its tail goes through at intervals, like knots in a cord. They are a dark gray color, and each has a long, sharp spike on one side.
"
643,dataset/images/643.png,"Reshiram is a white, bipedal Pokémon with draconic, avian, and mammalian traits. A long, voluminous wispy mane streams out from the upper side of the snout and outwards from its head. The top of this mane is adorned with two protrusions resembling ears. Reshiram's face is fringed with spiky features, and it has a small, pointed extension below the chin. Its eyes have blue irises and black pupils. There are two pairs of pointed teeth visible when its mouth is open, one in the upper jaw and one in the lower. Reshiram has a long and slender neck, with a fluffy, collar-like protrusion jutting out of two gray, glass-like neckbands. Its arms begin slender and arm-like but then flare into a more wing-like appearance, sporting four claws resembling hands on the leading edge. There are plates at the back of Reshiram's ""hands"" that sport a similar color to its neck rings. Reshiram has a feathered or furry feature on its chest, with the lower portion protruding outwards to a point. Long feather-like protrusions jut out of its thighs. On its feet are large gray claws, three at the front and one positioned at the back, resembling high heels. Reshiram's tail is a mass of plume and ribbon-like extensions, surrounded by two large bands, similar to the ones around its neck. When its emotions surge, it enters Overdrive mode, and its tail lights up with a fiery glow.
"
